0|iata_code|1|name_eng|2|country_eng
ENW|ENW|Kenosha Regional Airport|Kenosha Regional Airport|United States|United States
EOH|EOH|Enrique Olaya Herrera International Airport|Enrique Olaya Herrera International Airport|Colombia|Colombia
EOI|EOI|Eday|Eday|United Kingdom|United Kingdom
EOK|EOK|Keokuk|Keokuk|United States|United States
EOR|EOR|El Dorado|El Dorado|Venezuela|Venezuela
EOS|EOS|Neosho|Neosho|United States|United States
EOZ|EOZ|Elorza|Elorza|Venezuela|Venezuela
EPA|EPA|El Palomar|El Palomar|Argentina|Argentina
EPG|EPG|Browns|Browns|United States|United States
EPH|EPH|Ephrata|Ephrata|United States|United States
EPI|EPI|Epi|Epi|Vanuatu|Vanuatu
EPK|EPK|Episkopi|Episkopi|Cyprus|Cyprus
EPL|EPL|Mirecourt|Mirecourt|France|France
EPN|EPN|Epena|Epena|Congo|Congo
EPR|EPR|Esperance|Esperance|Australia|Australia
EPS|EPS|Arroyo Barril International|Arroyo Barril International|Dominican Republic|Dominican Republic
EPT|EPT|Eliptamin|Eliptamin|Papua New Guinea|Papua New Guinea
EPU|EPU|Parnu|Parnu|Estonia|Estonia
EQS|EQS|Esquel|Esquel|Argentina|Argentina
ERA|ERA|Erigavo|Erigavo|Ethiopia|Ethiopia
ERB|ERB|Ernabella|Ernabella|Australia|Australia
ERC|ERC|Erzincan|Erzincan|Turkey|Turkey
ERD|ERD|Berdyansk|Berdyansk|Ukraine|Ukraine
ERE|ERE|Erave|Erave|Papua New Guinea|Papua New Guinea
ERF|ERF|Erfurt|Erfurt|Germany|Germany
ERH|ERH|Moulay Ali Cherif|Moulay Ali Cherif|Morocco|Morocco
ERI|ERI|International|International|United States|United States
ERM|ERM|Comandante Kraemer|Comandante Kraemer|Brazil|Brazil
ERN|ERN|Eirunepe|Eirunepe|Brazil|Brazil
ERO|ERO|Coast Guard|Coast Guard|Norway|Norway
ERR|ERR|Errol|Errol|United States|United States
ERS|ERS|Eros|Eros|Namibia|Namibia
ERT|ERT|Erdenet|Erdenet|Mongolia|Mongolia
ERU|ERU|Erume|Erume|Papua New Guinea|Papua New Guinea
ERV|ERV|Kerrville|Kerrville|United States|United States
ERZ|ERZ|Budrum|Budrum|Turkey|Turkey
ESB|ESB|Esenboga|Esenboga|Turkey|Turkey
ESC|ESC|Delta County Arpt|Delta County Arpt|United States|United States
ESD|ESD|Orcas Island|Orcas Island|United States|United States
ESE|ESE|Ensenada|Ensenada|Mexico|Mexico
ESF|ESF|Esler Field|Esler Field|United States|United States
ESG|ESG|Mariscal Estigarribia|Mariscal Estigarribia|Paraguay|Paraguay
ESH|ESH|Shoreham|Shoreham|United Kingdom|United Kingdom
ESI|ESI|Espinosa|Espinosa|Brazil|Brazil
ESK|ESK|Eskisehir|Eskisehir|Turkey|Turkey
ESL|ESL|Elista|Elista|Russian Federation|Russian Federation
ESM|ESM|Esmeraldas|Esmeraldas|Ecuador|Ecuador
ESN|ESN|Easton|Easton|United States|United States
ESO|ESO|Espanola|Espanola|United States|United States
ESP|ESP|Birchwood-Pocono|Birchwood-Pocono|United States|United States
ESR|ESR|El Salvador|El Salvador|Chile|Chile
ESS|ESS|Essen|Essen|Germany|Germany
EST|EST|Municipal|Municipal|United States|United States
ESU|ESU|Essaouira|Essaouira|Morocco|Morocco
ESW|ESW|State|State|United States|United States
ETB|ETB|West Bend|West Bend|United States|United States
ETD|ETD|Etadunna|Etadunna|Australia|Australia
ETE|ETE|Genda Wuha|Genda Wuha|Ethiopia|Ethiopia
ETH|ETH|Eilat|Eilat|Israel|Israel
ETN|ETN|Municipal|Municipal|United States|United States
ETS|ETS|Municipal|Municipal|United States|United States
ETZ|ETZ|Metz-nancy-lorraine|Metz-nancy-lorraine|France|France
EUA|EUA|Kaufana|Kaufana|Tonga|Tonga
EUC|EUC|Eucla|Eucla|Australia|Australia
EUE|EUE|Eureka|Eureka|United States|United States
EUF|EUF|Weedon Field|Weedon Field|United States|United States
EUG|EUG|Eugene|Eugene|United States|United States
EUM|EUM|Neumuenster|Neumuenster|Germany|Germany
EUN|EUN|Hassan I|Hassan I|Western Sahara|Western Sahara
EUO|EUO|Paratebueno|Paratebueno|Colombia|Colombia
EUQ|EUQ|Evelio Javier|Evelio Javier|Philippines|Philippines
EUX|EUX|F D Roosevelt|F D Roosevelt|Netherlands|Netherlands
EVA|EVA|Landing Strip|Landing Strip|United States|United States
EVD|EVD|Eva Downs|Eva Downs|Australia|Australia
EVE|EVE|Evenes|Evenes|Norway|Norway
EVG|EVG|Sveg|Sveg|Sweden|Sweden
EVH|EVH|Evans Head|Evans Head|Australia|Australia
EVM|EVM|Eveleth|Eveleth|United States|United States
EVN|EVN|Zvartnots|Zvartnots|Armenia|Armenia
EVV|EVV|Evansville Regional Airport|Evansville Regional Airport|United States|United States
EVW|EVW|Evanston|Evanston|United States|United States
EVX|EVX|Evreux|Evreux|France|France
EWB|EWB|New Bedford|New Bedford|United States|United States
EWD|EWD|Wildman Lake|Wildman Lake|Australia|Australia
EWE|EWE|Ewer|Ewer|Indonesia|Indonesia
EWI|EWI|Enarotali|Enarotali|Indonesia|Indonesia
EWK|EWK|City-County|City-County|United States|United States
EWN|EWN|Simmons Nott|Simmons Nott|United States|United States
EWO|EWO|Ewo|Ewo|Congo|Congo
EWR|EWR|Newark Liberty International|Newark Liberty International|United States|United States
EWY|EWY|Greenham RAF|Greenham RAF|United Kingdom|United Kingdom
EXI|EXI|SPB|SPB|United States|United States
EXM|EXM|Exmouth Gulf|Exmouth Gulf|Australia|Australia
EXT|EXT|Exeter|Exeter|United Kingdom|United Kingdom
EYL|EYL|Yelimane|Yelimane|Mali|Mali
EYP|EYP|El Yopal|El Yopal|Colombia|Colombia
EYR|EYR|Yerington|Yerington|United States|United States
EYS|EYS|Eliye Springs|Eliye Springs|Kenya|Kenya
EYW|EYW|International|International|United States|United States
EZE|EZE|Ezeiza Ministro Pistarini|Ezeiza Ministro Pistarini|Argentina|Argentina
EZS|EZS|Elazig|Elazig|Turkey|Turkey
FAA|FAA|Faranah|Faranah|Guinea|Guinea
FAB|FAB|Farnborough|Farnborough|United Kingdom|United Kingdom
FAC|FAC|Faaite|Faaite|French Polynesia|French Polynesia
FAE|FAE|Vagar|Vagar|Faroe Islands|Faroe Islands
FAF|FAF|Felker AAF|Felker AAF|Haiti|Haiti
FAG|FAG|Fagurholsmyri|Fagurholsmyri|Iceland|Iceland
FAH|FAH|Farah|Farah|Afghanistan|Afghanistan
FAI|FAI|Fairbanks International Airport|Fairbanks International Airport|United States|United States
FAJ|FAJ|Diego Jimenez Torres|Diego Jimenez Torres|Puerto Rico|Puerto Rico
FAK|FAK|False Island|False Island|United States|United States
FAL|FAL|Falcon State|Falcon State|United States|United States
FAM|FAM|Regional|Regional|United States|United States
FAN|FAN|Lista|Lista|Norway|Norway
FAO|FAO|Faro|Faro|Portugal|Portugal
FAQ|FAQ|Freida River|Freida River|Papua New Guinea|Papua New Guinea
FAR|FAR|Hector Field|Hector Field|United States|United States
FAS|FAS|Faskrudsfjordur|Faskrudsfjordur|Iceland|Iceland
FAT|FAT|Fresno Air Terminal Airport|Fresno Air Terminal Airport|United States|United States
FAV|FAV|Fakarava|Fakarava|French Polynesia|French Polynesia
FAY|FAY|Municipal|Municipal|United States|United States
FAZ|FAZ|Fasa|Fasa|Iran|Iran
FBD|FBD|Faizabad|Faizabad|Afghanistan|Afghanistan
FBE|FBE|Francisco Beltrao|Francisco Beltrao|Brazil|Brazil
FBG|FBG|Simmons AAF|Simmons AAF|United States|United States
FBK|FBK|Ft Wainwright|Ft Wainwright|United States|United States
FBL|FBL|Municipal|Municipal|United States|United States
FBM|FBM|Luano|Luano|Democratic Republic Of Congo|Democratic Republic Of Congo
FBR|FBR|Fort Bridger|Fort Bridger|United States|United States
FBS|FBS|Friday Harbor SPB|Friday Harbor SPB|France|France
FBY|FBY|Municipal|Municipal|United States|United States
FCA|FCA|Glacier Park International|Glacier Park International|United States|United States
FCB|FCB|Ficksburg Sentra Oes|Ficksburg Sentra Oes|South Africa|South Africa
FCH|FCH|Fresno-Chandler|Fresno-Chandler|United States|United States
FCM|FCM|Flying Cloud|Flying Cloud|United States|United States
FCN|FCN|Cuxhaven/Nordholz|Cuxhaven/Nordholz|Germany|Germany
FCO|FCO|Leonardo da Vinci International (Fiumicino)|Leonardo da Vinci International (Fiumicino)|Italy|Italy
FCS|FCS|Butts AAF|Butts AAF|United States|United States
FCT|FCT|Firing Center AAF|Firing Center AAF|United States|United States
FCY|FCY|Municipal|Municipal|United States|United States
FDE|FDE|Bringeland|Bringeland|Norway|Norway
FDF|FDF|Lamentin|Lamentin|Martinique|Martinique
FDH|FDH|Friedrichshafen|Friedrichshafen|Germany|Germany
FDK|FDK|Frederick Municipal|Frederick Municipal|United States|United States
FDR|FDR|Municipal|Municipal|United States|United States
FDU|FDU|Bandundu|Bandundu|Zaire|Zaire
FDY|FDY|Findlay|Findlay|United States|United States
FEA|FEA|Fetlar|Fetlar|United Kingdom|United Kingdom
FEB|FEB|Sanfebagar|Sanfebagar|Nepal|Nepal
FEC|FEC|Feira De Santana|Feira De Santana|Brazil|Brazil
FEG|FEG|Fergana|Fergana|Uzbekistan|Uzbekistan
FEJ|FEJ|Feijo|Feijo|Brazil|Brazil
FEK|FEK|Ferkessedougou|Ferkessedougou|Cote D&#039;Ivoire|Cote D&#039;Ivoire
FEL|FEL|Fuerstenfeldbruck|Fuerstenfeldbruck|Germany|Germany
FEN|FEN|Fernando De Noronha|Fernando De Noronha|Brazil|Brazil
FEP|FEP|Albertus|Albertus|United States|United States
FER|FER|Fergusons Gulf|Fergusons Gulf|Canada|Canada
FES|FES|San Fernando|San Fernando|El Salvador|El Salvador
FET|FET|Municipal|Municipal|United States|United States
FEW|FEW|Warren AFB|Warren AFB|United States|United States
FEZ|FEZ|Sais|Sais|Morocco|Morocco
FFA|FFA|First Flight|First Flight|United States|United States
FFD|FFD|RAF Station|RAF Station|United Kingdom|United Kingdom
FFL|FFL|Municipal|Municipal|United States|United States
FFM|FFM|Fergus Falls|Fergus Falls|United States|United States
FFO|FFO|Patterson Afb|Patterson Afb|United States|United States
FFT|FFT|Capital City|Capital City|United States|United States
FFU|FFU|Futaleufu|Futaleufu|Chile|Chile
FGD|FGD|Fderik|Fderik|Mauritania|Mauritania
FGI|FGI|Fagali I|Fagali I|Samoa|Samoa
FGL|FGL|Fox Glacier|Fox Glacier|New Zealand|New Zealand
FGR|FGR|Fuengirola|Fuengirola|Spain|Spain
FGU|FGU|Fangatau|Fangatau|French Polynesia|French Polynesia
FHU|FHU|Municipal|Municipal|United States|United States
FHZ|FHZ|Fakahina|Fakahina|French Polynesia|French Polynesia
FIC|FIC|Fire Cove|Fire Cove|United States|United States
FID|FID|Elizabeth Field|Elizabeth Field|United States|United States
FIE|FIE|Fair Isle|Fair Isle|United Kingdom|United Kingdom
FIG|FIG|Fria|Fria|Guinea|Guinea
FIK|FIK|Finke|Finke|Australia|Australia
FIL|FIL|Municipal|Municipal|United States|United States
FIN|FIN|Finschhafen|Finschhafen|Papua New Guinea|Papua New Guinea
FIV|FIV|Five Finger|Five Finger|United States|United States
FIZ|FIZ|Fitzroy Crossing|Fitzroy Crossing|Australia|Australia
FJR|FJR|Fujairah Intl|Fujairah Intl|United Arab Emirates|United Arab Emirates
FKB|FKB|Soellingen|Soellingen|Germany|Germany
FKH|FKH|Sculthorp RAF|Sculthorp RAF|United Kingdom|United Kingdom
FKI|FKI|Kisangani|Kisangani|Democratic Republic Of Congo|Democratic Republic Of Congo
FKJ|FKJ|Fukui|Fukui|Japan|Japan
FKL|FKL|Chess-Lambertin|Chess-Lambertin|United States|United States
FKN|FKN|Municipal|Municipal|United States|United States
FKQ|FKQ|Fak Fak|Fak Fak|Indonesia|Indonesia
FKS|FKS|Fukushima Airport|Fukushima Airport|Japan|Japan
FLA|FLA|Capitolio|Capitolio|Colombia|Colombia
FLB|FLB|Cangapara|Cangapara|Brazil|Brazil
FLC|FLC|Falls Creek|Falls Creek|Australia|Australia
FLD|FLD|Fond Du Lac|Fond Du Lac|United States|United States
FLE|FLE|Fort Lee AAF|Fort Lee AAF|Netherlands|Netherlands
FLF|FLF|Schaferhaus|Schaferhaus|Germany|Germany
FLG|FLG|Pulliam Field|Pulliam Field|United States|United States
FLH|FLH|Flotta|Flotta|United Kingdom|United Kingdom
FLI|FLI|Flateyri|Flateyri|Iceland|Iceland
FLJ|FLJ|Falls Bay|Falls Bay|United States|United States
FLL|FLL|Fort Lauderdale/Hollywood International|Fort Lauderdale/Hollywood International|United States|United States
FLM|FLM|Filadelfia|Filadelfia|Paraguay|Paraguay
FLN|FLN|Hercilio Luz|Hercilio Luz|Brazil|Brazil
FLO|FLO|Florence|Florence|United States|United States
FLP|FLP|Flippin|Flippin|United States|United States
FLR|FLR|Peretola|Peretola|Italy|Italy
FLS|FLS|Flinders Island|Flinders Island|Australia|Australia
FLT|FLT|Flat|Flat|United States|United States
FLU|FLU|Flushing|Flushing|United States|United States
FLV|FLV|Sherman AAF|Sherman AAF|United States|United States
FLW|FLW|Santa Cruz|Santa Cruz|Portugal|Portugal
FLX|FLX|Municipal|Municipal|United States|United States
FLY|FLY|Finley|Finley|Australia|Australia
FMA|FMA|El Pucu|El Pucu|Argentina|Argentina
FMC|FMC|Five Mile|Five Mile|United States|United States
FME|FME|Tipton AAF|Tipton AAF|Haiti|Haiti
FMG|FMG|Flamingo|Flamingo|Costa Rica|Costa Rica
FMH|FMH|Otis AFB|Otis AFB|United States|United States
FMI|FMI|Kalemie|Kalemie|Democratic Republic Of Congo|Democratic Republic Of Congo
FMN|FMN|Municipal|Municipal|United States|United States
FMO|FMO|Greven|Greven|Germany|Germany
FMS|FMS|Municipal|Municipal|United States|United States
FMY|FMY|Page Field|Page Field|United States|United States
FNA|FNA|Lungi International|Lungi International|Sierra Leone|Sierra Leone
FNB|FNB|Neubrandenburg|Neubrandenburg|Germany|Germany
FNC|FNC|Madeira|Madeira|Portugal|Portugal
FNE|FNE|Fane|Fane|Papua New Guinea|Papua New Guinea
FNG|FNG|Fada Ngourma|Fada Ngourma|Burkina Faso|Burkina Faso
FNH|FNH|Fincha|Fincha|Ethiopia|Ethiopia
FNI|FNI|Garons|Garons|France|France
FNJ|FNJ|Sunan International|Sunan International|Korea (North)|Korea (North)
FNK|FNK|Fin Creek|Fin Creek|United States|United States
FNL|FNL|Municipal Airport|Municipal Airport|United States|United States
FNR|FNR|SPB|SPB|United States|United States
FNT|FNT|Bishop International Airport|Bishop International Airport|United States|United States
FOA|FOA|Foula|Foula|United Kingdom|United Kingdom
FOB|FOB|Fort Bragg|Fort Bragg|United States|United States
FOC|FOC|Fuzhou|Fuzhou|China|China
FOD|FOD|Fort Dodge Regional|Fort Dodge Regional|United States|United States
FOE|FOE|Forbes Field|Forbes Field|United States|United States
FOG|FOG|Gino Lisa|Gino Lisa|Italy|Italy
FOK|FOK|Suffolk County|Suffolk County|United States|United States
FOM|FOM|Foumban|Foumban|Cameroon|Cameroon
FON|FON|Fortuna|Fortuna|Haiti|Haiti
FOO|FOO|Numfoor|Numfoor|Indonesia|Indonesia
FOP|FOP|Morris AAF|Morris AAF|United States|United States
FOR|FOR|Pinto Martins|Pinto Martins|Brazil|Brazil
FOS|FOS|Forrest|Forrest|Australia|Australia
FOT|FOT|Forster|Forster|Australia|Australia
FOU|FOU|Fougamou|Fougamou|Gabon|Gabon
FOX|FOX|Fox|Fox|United States|United States
FOY|FOY|Foya|Foya|Liberia|Liberia
FPR|FPR|St Lucie County|St Lucie County|United States|United States
FPY|FPY|Perry-Foley|Perry-Foley|United States|United States
FRA|FRA|Frankfurt International Airport (rhein-main)|Frankfurt International Airport (rhein-main)|Germany|Germany
FRB|FRB|Forbes|Forbes|Australia|Australia
FRC|FRC|Franca|Franca|Brazil|Brazil
FRD|FRD|Friday Harbor|Friday Harbor|United States|United States
FRE|FRE|Fera Island|Fera Island|Solomon Islands|Solomon Islands
FRF|FRF|Rhein-Main AFB|Rhein-Main AFB|Germany|Germany
FRG|FRG|Republic Field|Republic Field|United States|United States
FRH|FRH|Municipal|Municipal|United States|United States
FRI|FRI|Marshall AAF|Marshall AAF|United States|United States
FRJ|FRJ|Frejus|Frejus|France|France
FRK|FRK|Fregate Is|Fregate Is|Seychelles|Seychelles
FRL|FRL|Luigi Ridolfi|Luigi Ridolfi|Italy|Italy
FRM|FRM|Fairmont|Fairmont|United States|United States
FRN|FRN|Bryant AAF|Bryant AAF|Haiti|Haiti
FRO|FRO|Flora|Flora|Norway|Norway
FRP|FRP|Fresh Water Bay|Fresh Water Bay|United States|United States
FRQ|FRQ|Feramin|Feramin|Papua New Guinea|Papua New Guinea
FRR|FRR|Front Royal-Warren County|Front Royal-Warren County|United States|United States
FRS|FRS|Santa Elena|Santa Elena|Guatemala|Guatemala
FRT|FRT|Frutillar|Frutillar|Bolivia|Bolivia
FRU|FRU|Manas|Manas|Kyrgyzstan|Kyrgyzstan
FRW|FRW|Francistown|Francistown|Botswana|Botswana
FRY|FRY|Fryeburg|Fryeburg|United States|United States
FRZ|FRZ|Fritzlar Airbase|Fritzlar Airbase|Germany|Germany
FSC|FSC|Sud Corse|Sud Corse|France|France
FSD|FSD|Joe Foss Field Airport|Joe Foss Field Airport|United States|United States
FSI|FSI|Henry Post AAF|Henry Post AAF|United States|United States
FSK|FSK|Municipal|Municipal|United States|United States
FSL|FSL|Fossil Downs|Fossil Downs|Australia|Australia
FSM|FSM|Regional|Regional|United States|United States
FSN|FSN|Haley AAF|Haley AAF|Haiti|Haiti
FSP|FSP|Saint-pierre Pointe-blanche|Saint-pierre Pointe-blanche|St. Pierre and Miquelon|St. Pierre and Miquelon
FSS|FSS|Kinloss|Kinloss|United Kingdom|United Kingdom
FST|FST|Pecos County|Pecos County|United States|United States
FSU|FSU|Fort Sumner|Fort Sumner|United States|United States
FTA|FTA|Futuna Airport|Futuna Airport|Australia|Australia
FTE|FTE|El Calafate|El Calafate|Argentina|Argentina
FTI|FTI|Fitiuta|Fitiuta|American Samoa|American Samoa
FTK|FTK|Godman AAF|Godman AAF|United States|United States
FTL|FTL|Fortuna Ledge|Fortuna Ledge|United States|United States
FTU|FTU|Marillac|Marillac|Madagascar|Madagascar
FTW|FTW|Meacham Field|Meacham Field|United States|United States
FTX|FTX|Owando|Owando|Congo|Congo
FTY|FTY|Fulton County|Fulton County|United States|United States
FUB|FUB|Fulleborn|Fulleborn|Papua New Guinea|Papua New Guinea
FUD|FUD|Sui Fen He|Sui Fen He|China|China
FUE|FUE|Fuerteventura|Fuerteventura|Spain|Spain
FUG|FUG|Fuyang|Fuyang|China|China
FUJ|FUJ|Fukue|Fukue|Japan|Japan
FUK|FUK|Fukuoka|Fukuoka|Japan|Japan
FUL|FUL|Municipal|Municipal|United States|United States
FUM|FUM|Fuma|Fuma|Papua New Guinea|Papua New Guinea
FUN|FUN|International|International|Tuvalu|Tuvalu
FUO|FUO|Fuoshan|Fuoshan|China|China
FUT|FUT|Futuna Island|Futuna Island|Vanuatu|Vanuatu
FVL|FVL|Flora Valey|Flora Valey|Australia|Australia
FVR|FVR|Forrest River Airport|Forrest River Airport|Australia|Australia
FWA|FWA|Municipal/Baer Field|Municipal/Baer Field|United States|United States
FWH|FWH|Fort Worth NAS Jrb/Carswell Field|Fort Worth NAS Jrb/Carswell Field|United States|United States
FWL|FWL|Farewell|Farewell|United States|United States
FWM|FWM|Heliport|Heliport|United Kingdom|United Kingdom
FXE|FXE|Executive|Executive|United States|United States
FXM|FXM|Flaxman Island|Flaxman Island|United States|United States
FXO|FXO|Cuamba|Cuamba|Mozambique|Mozambique
FXY|FXY|Municipal|Municipal|United States|United States
FYM|FYM|Municipal|Municipal|United States|United States
FYN|FYN|Fuyun|Fuyun|China|China
FYT|FYT|Faya|Faya|Chad|Chad
FYU|FYU|Fort Yukon|Fort Yukon|United States|United States
FYV|FYV|Municipal (Drake Fld)|Municipal (Drake Fld)|United States|United States
FZO|FZO|Filton|Filton|United Kingdom|United Kingdom
GAA|GAA|Guamal|Guamal|Colombia|Colombia
GAB|GAB|Gabbs|Gabbs|United States|United States
GAC|GAC|Gracias|Gracias|Honduras|Honduras
GAD|GAD|Municipal|Municipal|United States|United States
GAE|GAE|Gabes|Gabes|Tunisia|Tunisia
GAF|GAF|Gafsa|Gafsa|Tunisia|Tunisia
GAG|GAG|Gage|Gage|United States|United States
GAH|GAH|Gayndah|Gayndah|Australia|Australia
GAI|GAI|Montgomery County|Montgomery County|United States|United States
GAJ|GAJ|Junmachi|Junmachi|Japan|Japan
GAK|GAK|Gakona|Gakona|United States|United States
GAL|GAL|Galena|Galena|United States|United States
GAM|GAM|Gambell|Gambell|United States|United States
GAN|GAN|Gan Airport|Gan Airport|Maldives|Maldives
GAO|GAO|Los Canos|Los Canos|Cuba|Cuba
GAP|GAP|Gusap|Gusap|Papua New Guinea|Papua New Guinea
GAQ|GAQ|Gao|Gao|Mali|Mali
GAR|GAR|Garaina|Garaina|Papua New Guinea|Papua New Guinea
GAS|GAS|Garissa|Garissa|Kenya|Kenya
GAT|GAT|Tallard|Tallard|France|France
GAU|GAU|Borjhar|Borjhar|India|India
GAV|GAV|Gag Island|Gag Island|Indonesia|Indonesia
GAW|GAW|Gangaw|Gangaw|Myanmar|Myanmar
GAX|GAX|Gamba|Gamba|Gabon|Gabon
GAY|GAY|Gaya|Gaya|India|India
GAZ|GAZ|Guasopa|Guasopa|Papua New Guinea|Papua New Guinea
GBA|GBA|Big Bay|Big Bay|Vanuatu|Vanuatu
GBB|GBB|Gara Djebilet|Gara Djebilet|Mauritania|Mauritania
GBC|GBC|Gasuke|Gasuke|Papua New Guinea|Papua New Guinea
GBD|GBD|Great Bend|Great Bend|United States|United States
GBE|GBE|Sir Seretse Khama International|Sir Seretse Khama International|Botswana|Botswana
GBF|GBF|Negarbo|Negarbo|Papua New Guinea|Papua New Guinea
GBG|GBG|Galesburg|Galesburg|United States|United States
GBH|GBH|Galbraith Lake|Galbraith Lake|United States|United States
GBI|GBI|Auxiliary Airfield|Auxiliary Airfield|Bahamas|Bahamas
GBJ|GBJ|Les Bases|Les Bases|Guadeloupe|Guadeloupe
GBK|GBK|Gbangbatok|Gbangbatok|Sierra Leone|Sierra Leone
GBL|GBL|Goulburn Island|Goulburn Island|Australia|Australia
GBM|GBM|Garbaharey|Garbaharey|Ethiopia|Ethiopia
GBN|GBN|San Giovanni Rotondo|San Giovanni Rotondo|Italy|Italy
GBO|GBO|Baltimore Greenbelt T|Baltimore Greenbelt T|United States|United States
GBP|GBP|Gamboola|Gamboola|Australia|Australia
GBQ|GBQ|Muharraq|Muharraq|Bahrain|Bahrain
GBR|GBR|Walter J. Koladza Airport|Walter J. Koladza Airport|United States|United States
GBS|GBS|Port Fitzroy|Port Fitzroy|New Zealand|New Zealand
GBT|GBT|Gorgan|Gorgan|Iran|Iran
GBU|GBU|Khashm El Girba|Khashm El Girba|Sudan|Sudan
GBV|GBV|Gibb River|Gibb River|Australia|Australia
GBZ|GBZ|Great Barrier Island|Great Barrier Island|New Zealand|New Zealand
GCA|GCA|Guacamaya|Guacamaya|Colombia|Colombia
GCC|GCC|Campbell County|Campbell County|United States|United States
GCH|GCH|Gachsaran|Gachsaran|Iran|Iran
GCI|GCI|Guernsey|Guernsey|Guernsey|Guernsey
GCJ|GCJ|Grand Central|Grand Central|South Africa|South Africa
GCK|GCK|Garden City Municipal Airport|Garden City Municipal Airport|United States|United States
GCM|GCM|Owen Roberts International|Owen Roberts International|Cayman Islands|Cayman Islands
GCN|GCN|National Park|National Park|United States|United States
